POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA4179,93,376,92,140,14,909,118,87,482,222,250,24,1175,13,0,43,17,26,5,105,8,6,42,56,151,5,268,23,6,69,40,102,47,286,760,377,2352,1348,2390,206,7440
POA4183,11,18,9,15,3,62,8,0,16,13,26,0,66,0,0,7,3,0,0,12,0,0,0,3,10,0,13,5,0,3,8,18,4,39,48,19,142,89,268,18,587
POA4184,15,29,16,37,5,117,18,8,56,76,116,7,285,3,0,3,0,3,0,20,0,0,5,7,35,3,54,0,0,8,14,32,13,61,76,51,216,282,695,79,1404
POA4205,14,37,22,39,0,129,19,10,71,64,121,8,297,0,0,3,6,12,0,16,0,0,0,12,43,0,61,0,0,4,8,35,13,58,66,39,220,232,744,53,1355
POA4207,184,626,285,512,27,1797,206,167,833,870,1152,91,3316,9,8,60,43,135,4,258,25,8,64,167,708,18,994,16,9,101,134,495,165,917,813,552,3363,3432,10016,651,18822
POA4208,86,355,155,186,14,884,120,80,395,299,333,29,1254,5,0,33,37,63,4,144,3,7,43,84,252,11,402,13,7,51,65,214,54,402,398,270,1711,1658,3963,258,8266
POA4209,242,877,397,464,28,2304,393,240,1331,1055,1268,96,4380,26,12,111,152,258,13,573,34,20,111,244,689,33,1132,60,14,174,210,479,158,1097,1597,761,5390,5059,10649,773,24237
POA4210,81,347,151,182,14,881,149,84,482,362,378,34,1492,6,0,43,42,102,3,204,9,3,47,67,296,9,433,23,3,60,51,193,45,372,488,271,1945,1683,3622,261,8263
POA4211,240,851,331,424,32,2194,417,242,1283,893,1039,111,3986,17,7,115,127,280,20,569,29,16,115,187,676,35,1049,53,22,177,156,434,135,976,1502,771,5004,4110,9276,689,21353
POA4212,114,435,154,193,17,1083,273,104,653,368,362,55,1805,19,4,90,73,97,12,282,16,0,63,118,296,14,509,40,6,83,88,238,65,516,1049,387,3029,2252,4026,387,11129
POA4213,147,544,206,219,27,1370,311,127,620,408,428,54,1945,4,7,61,54,90,3,213,14,10,69,106,337,17,548,15,14,89,88,189,73,464,877,445,2859,2084,4234,360,10860
POA4214,140,590,189,225,23,1482,415,153,1048,503,520,78,2712,21,3,86,69,159,12,349,28,0,90,92,331,20,566,35,0,144,92,212,80,569,1387,460,3772,2403,4553,438,13020
POA4215,182,639,194,229,28,1637,558,202,1440,683,784,118,3781,30,10,158,119,199,17,526,47,14,125,155,382,28,747,75,15,216,130,291,123,842,2032,670,5468,3395,5867,695,18124
POA4216,106,426,192,173,33,1139,287,125,662,436,525,85,2126,11,5,63,60,109,8,246,15,6,61,107,341,12,539,37,14,97,88,242,76,556,1011,443,2930,2486,4576,485,11930
POA4217,118,486,183,130,25,1178,421,134,959,394,368,71,2347,32,11,141,113,169,23,492,43,16,115,143,292,17,616,90,8,235,141,181,118,771,1747,587,5235,2993,4184,662,15410
POA4218,108,572,164,149,28,1285,403,119,953,314,363,65,2220,35,15,153,101,161,18,470,15,8,114,142,267,24,567,56,15,204,107,177,75,637,1353,493,4631,2437,4010,490,13407
POA4220,131,674,164,222,27,1477,329,123,830,368,383,61,2093,20,3,124,70,119,7,344,10,9,81,101,252,17,472,50,9,135,91,166,58,508,1087,484,3909,2206,4058,412,12157
POA4221,130,579,161,192,33,1288,251,112,815,354,410,42,1983,24,9,89,61,84,13,273,14,12,61,98,218,11,413,20,10,110,72,184,56,444,824,398,3226,1908,3940,317,10615
POA4223,91,296,90,118,8,690,136,58,362,161,232,29,988,7,0,30,24,34,0,97,9,4,23,44,126,9,206,9,3,69,50,102,25,255,412,232,1502,965,2075,181,5367
POA4224,28,148,46,34,9,316,68,32,207,92,121,20,535,0,0,19,10,18,3,48,4,0,13,24,39,0,82,9,3,19,20,50,18,111,203,101,779,500,959,87,2622
POA4225,23,139,28,33,6,276,80,19,233,102,132,16,569,5,4,22,12,20,3,58,9,0,15,23,54,4,102,11,5,43,23,45,18,137,243,92,970,528,961,103,2898
POA4226,136,614,213,217,26,1497,355,171,913,533,499,64,2530,20,14,112,74,120,8,344,27,6,76,119,290,14,536,38,7,142,97,158,91,533,1327,548,3945,2579,4187,442,13025
POA4227,96,461,151,136,24,1086,254,114,668,320,325,49,1723,12,3,91,51,77,5,237,18,4,79,96,203,11,404,36,8,110,64,121,49,396,916,338,2771,1707,2891,301,8923
POA4228,20,78,35,37,4,209,48,14,115,61,65,16,306,5,0,13,9,30,5,51,4,0,11,12,52,0,81,0,0,27,20,38,12,89,154,69,541,314,767,61,1914
POA4270,15,62,20,24,5,154,26,8,47,55,46,8,192,0,0,4,3,7,0,21,0,0,8,15,62,0,86,4,0,9,11,47,6,72,93,40,228,299,756,58,1482
POA4272,42,159,53,44,6,411,69,19,187,81,75,10,447,5,3,19,15,27,0,68,0,5,13,22,47,0,95,8,4,36,10,36,9,100,284,126,817,520,873,74,2696
POA4275,7,46,16,28,0,120,21,19,59,56,48,0,198,0,0,11,9,9,0,29,0,0,3,18,35,0,63,3,0,10,10,34,9,62,75,46,283,267,630,46,1337
POA4280,73,231,131,161,3,650,42,70,235,244,349,27,971,0,0,8,5,29,0,44,3,4,22,55,284,8,375,4,10,17,41,199,42,314,181,211,972,1166,3697,209,6441
POA4285,71,216,104,170,16,638,46,51,211,204,337,36,892,0,3,3,18,45,5,74,4,6,16,48,222,10,300,0,3,25,43,168,50,295,186,184,896,1024,3330,263,5886
POA4287,5,5,5,9,0,20,0,0,4,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,6,4,10,6,3,28,36,88,6,172
POA4300,232,888,280,448,53,2245,501,266,1658,911,976,97,4407,9,8,62,50,91,4,224,45,22,140,180,569,25,977,81,22,174,167,428,138,1005,2159,903,6306,4239,8833,723,23167
POA4301,75,249,167,261,16,831,100,97,447,491,740,43,1914,0,3,15,15,51,0,84,5,8,46,66,320,11,460,10,7,47,74,266,90,495,389,269,1662,1800,5002,379,9495
POA4303,3,24,9,20,0,70,8,6,40,34,63,5,153,0,0,0,0,8,0,12,0,0,7,3,14,0,26,3,0,4,3,29,11,50,41,15,152,140,428,46,833
POA4304,57,184,80,125,9,508,47,52,227,178,338,31,871,0,0,12,15,35,0,58,6,0,31,34,151,11,233,3,4,26,20,128,35,220,211,171,915,813,2401,148,4661
POA4305,226,797,291,539,34,2130,203,225,1014,813,1352,76,3687,9,3,38,31,86,5,173,23,12,80,124,585,18,843,11,0,57,76,383,105,629,822,684,3515,3156,9371,553,18107
POA4306,179,793,240,406,31,1900,260,219,989,590,759,64,2878,3,9,42,26,72,4,155,14,11,81,105,493,12,713,34,4,90,68,264,77,548,979,643,3718,2840,7155,433,15768
POA4307,0,14,10,18,0,53,5,5,13,6,31,0,67,0,0,0,0,0,0,3,0,0,0,0,16,0,17,0,0,0,0,11,0,17,16,9,60,94,257,16,462
POA4309,10,36,12,33,6,106,4,4,34,37,51,0,145,0,0,0,0,7,3,9,0,0,4,5,26,3,37,0,0,4,6,17,4,31,22,27,174,157,492,43,918
POA4310,15,63,35,39,6,187,20,13,76,45,92,6,244,0,0,5,5,6,0,20,3,0,6,9,62,3,82,3,5,13,13,34,23,83,85,55,357,265,745,78,1582
POA4311,25,87,50,90,3,279,13,17,101,85,168,13,402,0,0,8,0,9,0,25,0,4,5,24,81,0,105,0,3,5,11,58,19,95,72,67,350,404,1488,98,2475
POA4312,15,14,7,14,0,53,4,8,23,23,45,7,104,0,0,5,0,0,0,6,0,0,4,5,8,0,19,0,0,6,3,17,0,24,15,24,94,125,336,23,618
POA4313,10,24,8,23,5,75,3,9,15,15,35,0,71,0,0,0,0,0,0,7,0,0,0,6,16,0,20,0,0,0,3,11,9,27,22,22,100,71,319,22,550
POA4314,6,26,13,31,0,78,4,3,15,17,36,4,78,0,0,0,0,9,0,9,0,0,0,4,13,0,17,0,0,3,0,14,4,21,22,17,71,76,313,34,530
POA4340,20,63,26,60,3,179,13,9,67,54,129,5,274,0,0,0,0,9,0,12,0,0,12,10,54,0,73,0,0,10,6,49,18,81,61,47,272,259,893,63,1595
POA4341,38,173,91,147,8,497,34,35,138,170,264,20,652,0,0,0,3,15,0,26,4,0,14,18,136,0,178,0,0,16,27,106,24,168,125,110,596,720,2306,155,4013
POA4342,3,17,9,30,0,72,0,4,17,25,42,0,88,0,0,0,0,7,0,4,0,0,0,9,29,0,39,0,0,0,0,10,6,14,11,13,97,96,413,18,649
POA4343,27,127,52,85,11,344,21,18,100,72,125,13,344,0,0,3,3,14,0,18,6,0,9,7,88,8,113,13,0,26,12,50,44,143,188,77,776,459,1417,173,3085
POA4344,18,29,15,20,3,97,5,9,41,29,39,5,129,0,0,0,0,0,0,3,0,0,0,6,29,0,42,0,0,7,3,23,5,37,43,24,159,126,426,32,806
POA4346,5,21,6,6,0,49,3,5,11,8,19,0,48,0,0,3,0,9,0,4,0,0,0,0,16,0,18,0,0,0,3,10,0,12,16,13,69,40,183,12,336
POA4347,3,11,0,10,0,30,0,3,21,15,17,0,47,0,0,0,0,3,0,6,0,0,0,0,16,0,23,0,0,0,4,10,0,14,8,6,62,58,191,19,349
POA4350,535,2059,614,900,64,5204,1114,507,3415,1487,2522,178,9229,18,15,77,67,160,10,343,55,29,194,240,1069,44,1627,78,13,183,130,480,156,1043,3466,1593,10198,5511,14848,941,36558
POA4352,149,711,201,270,22,1557,174,139,707,406,548,45,2005,0,0,16,15,32,3,67,15,7,46,71,326,6,468,11,9,46,44,175,32,330,628,467,2687,1882,4923,258,10845
POA4353,0,5,0,0,0,13,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,14,12,62,8,100
POA4354,4,9,3,4,0,20,0,0,9,8,23,0,52,0,0,0,0,3,0,3,0,0,0,0,18,0,24,0,0,0,4,9,0,10,0,9,47,56,229,11,353
POA4355,8,23,15,24,0,65,5,0,30,33,42,7,117,0,0,4,0,4,0,4,0,0,7,0,18,0,22,0,0,0,7,16,0,27,15,13,115,111,311,21,592
POA4356,17,53,25,39,0,153,8,8,60,40,80,6,189,0,0,0,0,6,0,9,3,0,7,14,60,0,76,4,0,5,5,29,6,60,42,47,268,205,772,57,1395
POA4357,3,30,6,17,0,60,7,4,23,15,38,4,83,0,0,0,0,0,0,3,0,0,0,0,12,0,12,0,0,7,3,9,0,24,18,12,128,76,315,21,571
POA4358,18,40,17,28,0,118,9,10,56,27,56,6,159,0,0,0,3,5,0,7,0,0,4,3,34,0,49,0,0,10,0,31,3,40,38,37,195,146,521,31,962
POA4359,8,30,18,10,0,68,7,10,29,10,22,5,76,0,0,0,0,3,0,5,0,0,0,3,14,0,15,0,0,0,4,8,0,15,16,18,99,83,218,25,462
POA4360,0,8,3,4,0,19,0,0,3,8,12,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,3,0,6,7,7,27,34,80,4,150
POA4361,4,34,17,29,0,85,3,3,45,24,50,0,133,0,0,0,6,0,0,8,0,0,0,5,21,0,26,0,0,0,5,14,11,37,18,15,142,132,361,24,696
POA4362,8,35,12,18,0,81,3,3,30,19,51,4,114,0,0,0,0,0,0,0,0,0,8,3,18,0,30,0,0,0,0,17,3,22,25,17,126,114,335,29,642
POA4363,3,5,6,10,0,22,0,0,9,6,15,0,29,0,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,0,0,8,4,14,4,11,35,20,90,9,165
POA4364,0,3,4,0,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,24,0,45
POA4365,0,4,0,4,0,9,0,0,4,4,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,7,0,17,17,64,4,117
POA4370,70,264,69,127,14,618,49,34,267,181,369,33,930,0,5,0,6,22,4,27,3,0,16,24,174,5,225,3,3,22,24,112,30,191,189,158,957,674,2653,207,4844
POA4371,0,16,0,7,0,27,0,3,11,4,10,0,25,0,0,3,0,0,0,4,0,0,4,0,3,0,6,0,0,0,0,6,0,4,6,5,52,28,87,3,184
POA4372,0,0,3,0,0,5,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,30,5,45
POA4373,3,8,0,7,0,17,0,0,11,13,19,0,42,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,3,6,8,9,25,29,129,17,215
POA4374,0,8,4,4,0,20,0,0,7,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,27,25,55,3,114
POA4375,0,5,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,8,4,21,5,46
POA4376,0,0,0,0,0,0,0,0,3,7,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,0,3,19,13,30,6,77
POA4377,0,9,0,4,0,12,0,0,0,4,10,0,20,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,4,3,0,24,23,89,3,143
POA4378,0,3,0,4,0,17,0,0,13,8,10,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,4,0,6,4,6,28,25,73,7,134
POA4380,29,120,37,48,9,277,30,15,104,78,132,16,370,0,0,5,4,4,0,12,0,3,11,11,70,7,97,0,0,8,9,34,18,65,95,60,433,310,966,100,1962
POA4381,0,5,3,8,0,16,3,0,12,8,3,0,25,0,0,0,0,0,0,4,0,0,0,5,5,0,10,0,0,0,0,3,0,8,10,0,40,33,80,0,165
POA4382,3,3,0,0,0,15,3,0,4,5,5,0,21,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,44,19,52,8,147
POA4383,0,0,0,3,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,3,7,12,11,62,9,96
POA4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,16
POA4385,8,14,6,5,0,33,0,0,8,12,11,4,31,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,4,0,8,13,5,17,49,41,100,20,229
POA4387,5,15,5,12,0,38,6,0,4,14,19,0,44,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,5,0,3,0,4,10,10,48,49,142,14,273
POA4388,0,3,3,0,0,12,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,12,38,3,66
POA4390,23,126,29,44,6,247,11,14,112,38,87,15,286,0,0,0,0,7,0,6,0,4,4,12,99,3,125,0,0,12,5,40,14,72,67,57,517,308,949,83,1979
POA4400,3,21,9,27,0,65,0,5,27,26,49,0,116,0,0,0,5,4,0,10,0,0,4,7,39,0,43,0,0,0,4,10,0,17,13,13,91,114,422,13,662
POA4401,10,33,28,48,3,133,6,6,50,55,108,9,234,0,0,0,0,9,0,10,0,0,0,9,37,0,51,0,0,0,0,39,12,52,23,30,203,208,835,76,1372
POA4402,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,10,11,28,0,46
POA4403,3,10,7,4,0,24,5,0,4,5,14,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,7,5,3,40,41,112,6,205
POA4404,0,6,8,0,0,16,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,38,32,80,9,161
POA4405,51,220,57,85,5,456,37,36,173,112,218,22,593,0,0,6,5,17,0,26,0,5,8,31,182,4,226,0,0,13,25,122,17,184,102,126,811,594,2276,137,4049
POA4406,6,28,4,16,0,57,0,3,15,12,10,0,35,0,0,0,0,0,0,0,0,0,0,5,9,0,14,0,0,0,0,9,8,20,14,17,123,91,222,29,479
POA4407,0,7,4,0,0,7,0,0,4,0,6,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,0,6,3,4,26,29,69,5,132
POA4408,0,11,0,6,0,21,0,0,8,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,10,3,0,46,23,63,4,137
POA4410,6,11,0,7,0,15,4,0,8,14,20,4,43,0,0,0,0,3,0,3,0,0,0,0,5,0,14,0,0,0,0,7,5,14,5,7,30,36,146,26,245
POA4411,0,0,0,3,0,8,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,15,13,37,4,70
POA4412,0,6,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,9,40,5,64
POA4413,19,137,33,51,4,274,7,10,72,46,78,9,222,0,0,0,0,9,0,14,0,0,9,17,75,0,108,3,0,17,12,70,14,114,75,57,534,361,1327,117,2470
POA4415,5,34,8,19,0,70,0,0,30,18,25,0,82,0,0,0,3,0,0,6,0,0,5,3,12,0,23,0,0,0,0,13,0,19,9,5,138,78,318,14,571
POA4416,0,11,0,0,0,14,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,10,0,3,38,19,66,9,141
POA4417,0,13,4,4,0,22,0,4,9,6,7,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,7,11,3,4,46,35,86,13,189
POA4418,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,0,31
POA4419,0,18,3,10,0,31,0,0,7,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,0,8,5,14,6,6,70,44,131,22,281
POA4420,0,21,3,0,0,28,0,0,15,7,6,5,36,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,7,9,3,76,42,160,13,303
POA4421,7,30,6,20,4,73,4,4,7,15,24,0,51,0,0,0,0,0,0,3,0,0,0,3,5,0,12,0,0,4,0,11,0,14,12,12,62,50,186,19,340
POA4422,0,5,0,6,0,15,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,29,29,52,8,110
POA4423,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,19,19,5,68
POA4424,0,3,0,0,0,9,0,3,4,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,17,28,0,73
POA4425,0,6,0,4,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,10,21,0,50
POA4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,11,27,3,48
POA4427,0,0,0,0,0,4,0,4,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,9,9,33,0,57
POA4428,0,13,3,3,0,22,6,0,5,6,8,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,6,4,7,7,0,34,32,100,7,177
POA4454,0,10,3,8,0,25,3,0,9,5,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,39,38,113,8,209
POA4455,25,127,32,51,0,270,48,28,165,81,124,8,453,0,0,3,5,3,0,12,0,5,6,15,118,9,157,4,3,16,17,86,21,147,126,96,614,406,1457,103,2799
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
POA4462,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,24,0,44
POA4465,5,13,9,14,0,34,7,3,13,14,21,3,55,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,13,0,16,6,8,53,53,147,22,285
POA4467,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,12,7,18,0,39
POA4468,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,11,19,38,0,70
POA4470,15,69,10,19,0,132,9,11,71,39,61,10,202,0,0,4,0,0,3,4,0,0,0,4,26,0,39,0,0,0,3,10,7,24,33,34,205,132,389,48,855
POA4472,3,20,5,7,0,40,7,4,19,19,16,4,66,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,4,9,0,14,11,12,79,66,181,24,373
POA4474,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,13,0,31
POA4477,0,5,0,6,0,7,0,0,12,0,6,0,21,0,0,0,4,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,3,4,0,5,29,20,68,9,129
POA4478,0,3,0,5,0,15,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,4,24,16,76,0,132
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA4480,0,13,0,0,0,25,0,3,8,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,10,0,12,8,4,47,18,114,12,202
POA4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,0,37
POA4482,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,9,19,0,42
POA4486,0,15,0,3,0,30,5,0,5,3,8,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,60,33,65,13,172
POA4487,11,53,13,32,0,111,6,5,63,24,40,5,148,0,0,0,0,7,0,5,0,0,0,4,39,0,49,0,0,0,0,9,9,13,27,31,201,131,427,41,862
POA4488,0,0,0,0,0,3,0,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,25,0,54
POA4489,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,20
POA4490,3,20,3,6,0,41,4,10,22,16,19,10,69,0,0,0,0,3,0,3,0,0,0,0,8,0,10,0,0,0,4,4,0,9,12,12,64,59,147,32,335
POA4491,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,0,24
POA4492,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,3,0,14,17,73,3,111
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
POA4494,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,13,18,3,49
POA4496,0,0,0,4,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,10,21,0,45
POA4497,0,7,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,20,22,42,4,85
POA4498,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,14,22,0,50
POA4500,151,570,236,358,21,1514,235,189,1034,601,837,76,2969,5,7,51,47,95,5,208,20,10,92,129,518,21,790,26,12,106,75,265,68,549,962,617,3916,3011,6954,420,15876
POA4501,14,70,28,33,0,161,21,18,90,93,105,9,338,0,0,5,4,12,0,20,4,0,8,14,61,0,92,3,0,9,10,51,7,85,76,62,382,339,871,53,1786
POA4502,40,158,51,87,0,381,35,36,151,115,168,13,518,0,6,13,10,13,0,41,7,0,16,18,94,0,141,6,0,14,14,53,15,100,167,121,735,532,1332,92,2984
POA4503,156,644,265,381,8,1645,240,204,1145,806,1117,80,3586,4,0,48,40,112,10,207,20,11,75,149,537,16,810,28,8,93,110,326,96,656,919,596,3954,3395,8067,499,17438
POA4504,82,291,116,172,11,749,71,77,397,309,403,16,1282,0,3,10,12,31,0,65,8,3,38,49,238,3,336,10,6,25,50,166,23,276,295,266,1528,1424,3509,160,7185
POA4505,65,337,135,245,14,854,80,88,398,353,523,38,1479,0,0,16,11,40,7,82,6,0,28,69,315,4,434,11,0,34,50,222,69,381,280,243,1498,1522,4408,291,8235
POA4506,54,213,114,223,13,653,45,64,294,309,594,35,1333,0,0,16,11,46,4,74,5,0,22,58,272,3,358,0,0,31,35,178,50,304,172,181,1109,1210,4102,256,7028
POA4507,43,173,69,104,9,443,45,35,191,172,278,23,740,3,0,13,8,25,0,46,0,0,23,34,112,3,175,6,6,25,19,79,30,168,212,134,761,751,1951,177,3984
POA4508,43,147,86,152,4,471,42,45,260,267,481,30,1134,0,0,9,3,16,0,34,4,7,20,33,172,5,244,8,0,11,23,113,42,198,131,133,769,817,2745,185,4775
POA4509,132,550,208,243,9,1324,305,177,1157,567,670,72,2948,11,4,56,36,73,6,183,18,13,79,118,310,13,549,37,10,111,80,191,85,509,1268,554,4160,2657,4922,416,13975
POA4510,125,427,194,398,18,1255,110,117,660,754,1261,82,2992,5,0,22,28,68,6,131,8,10,35,94,476,7,634,4,10,50,86,351,130,626,384,381,2349,2555,7814,566,14048
POA4511,19,84,37,54,5,218,16,26,104,121,202,7,480,0,0,6,8,16,0,23,0,0,11,16,103,0,134,0,3,8,13,51,14,96,72,68,376,454,1370,92,2431
POA4512,11,55,11,18,3,100,17,17,58,37,59,3,203,0,0,0,3,12,0,16,0,0,0,9,45,0,59,0,0,5,4,35,7,49,45,42,234,198,626,45,1197
