POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6069,124,29,318,206,168,127,104,97,12,1181,0,0,0,0,3,4,0,3,0,21,30,26,38,43,34,15,37,21,4,241,39,34,79,56,49,28,49,38,76,446,1810,3019,2998,2403,1992,945,1086,877,226,15367
POA6070,8,0,9,0,7,6,0,5,0,41,0,0,0,0,0,0,0,0,0,0,5,3,0,3,6,0,0,0,0,23,8,0,8,0,0,0,0,5,3,28,262,595,177,123,143,53,30,34,25,1444
POA6071,4,3,10,3,4,0,3,3,0,36,0,0,0,0,0,0,0,0,0,4,6,6,3,5,3,0,0,0,0,19,0,0,5,4,3,4,5,0,0,27,197,482,216,140,135,48,37,50,18,1327
POA6072,0,0,11,5,7,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,10,8,0,4,0,0,0,4,0,0,14,40,74,67,29,51,7,14,18,7,309
POA6073,11,4,11,3,4,11,0,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,8,5,0,13,4,0,3,0,4,5,32,140,297,198,109,103,53,47,55,13,1008
POA6074,0,0,8,5,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,12,40,88,81,36,32,12,21,14,4,331
POA6076,37,19,94,54,66,27,5,20,6,323,0,0,0,0,0,0,0,0,0,7,20,27,15,20,8,5,7,5,0,103,36,18,24,14,26,6,12,10,32,184,1255,2504,1302,754,912,294,274,271,108,7670
POA6077,3,0,5,8,4,0,0,0,0,25,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,3,0,4,0,0,0,0,4,0,15,83,95,97,55,57,20,18,32,4,457
POA6078,0,0,7,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,6,49,60,86,30,30,17,19,11,3,296
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
POA6081,5,3,31,16,12,9,3,11,0,88,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,6,4,6,22,9,8,5,3,6,0,3,5,4,43,254,482,369,211,206,62,78,75,37,1772
POA6082,5,5,12,13,8,5,0,11,0,67,0,0,0,0,3,0,3,0,0,3,0,0,3,8,0,0,0,0,0,19,0,0,10,4,4,0,0,0,4,26,116,271,277,163,104,51,60,45,17,1107
POA6083,8,0,14,9,9,3,3,0,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,3,0,0,15,0,5,8,4,3,0,8,4,7,38,236,254,281,131,147,48,60,60,25,1237
POA6084,21,0,50,27,36,16,19,17,3,192,0,0,0,0,0,0,0,0,0,5,7,7,16,7,0,0,5,3,0,43,10,5,20,7,16,7,16,16,17,119,364,511,740,336,371,112,252,179,58,2924
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
POA6100,45,19,142,73,42,27,23,31,5,387,0,0,4,0,0,0,0,0,0,11,7,29,12,12,15,9,5,8,6,99,21,23,28,15,17,12,16,14,23,165,1006,2786,871,791,794,365,266,353,109,7331
POA6101,41,19,141,63,34,28,19,23,0,376,0,0,0,0,0,0,0,5,0,14,11,34,8,14,17,8,14,12,3,123,6,14,8,9,19,4,14,10,30,119,1007,2955,938,786,824,329,267,388,103,7597
POA6102,16,8,107,52,31,17,22,37,6,297,0,0,6,0,0,0,0,0,0,8,6,7,7,8,10,7,15,12,0,72,6,4,26,17,11,3,10,25,40,138,425,1447,670,767,469,305,348,574,109,5108
POA6103,31,12,140,69,26,16,14,26,0,332,0,0,0,0,0,0,0,3,0,8,7,16,9,9,3,3,6,6,4,63,13,18,17,10,17,6,9,17,26,137,573,1528,750,590,525,265,231,277,59,4808
POA6104,34,15,128,62,32,28,31,31,7,355,0,0,0,3,0,0,0,0,0,9,11,8,12,15,0,7,10,11,0,69,14,12,30,27,24,3,15,20,33,179,657,1478,900,675,612,264,332,308,82,5310
POA6105,38,16,149,70,36,35,34,44,4,440,0,0,0,0,0,0,0,0,0,9,4,7,26,10,10,0,10,4,3,80,10,5,37,24,26,14,26,25,41,207,540,1387,1063,703,653,301,415,402,117,5588
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6107,91,21,504,195,110,92,150,166,13,1328,0,0,7,4,5,0,7,0,0,29,22,25,38,52,23,23,48,45,10,288,19,39,89,59,34,34,59,74,100,506,1462,4424,2976,2538,1964,945,1385,1526,329,17552
POA6108,31,6,165,79,60,40,31,65,5,482,0,0,0,0,0,0,3,0,0,9,11,22,28,19,22,8,17,13,0,134,16,12,46,21,21,10,30,33,44,243,641,1604,1432,1022,867,399,518,557,108,7131
POA6109,12,0,88,37,22,19,26,30,0,236,0,0,0,0,0,0,4,5,0,9,5,7,10,6,0,0,16,5,5,58,3,3,32,18,7,10,18,20,19,140,218,569,763,553,361,184,339,370,72,3429
POA6110,85,24,244,139,104,86,84,115,6,882,0,0,3,6,3,0,4,3,0,19,20,22,33,29,22,20,36,20,7,201,25,27,76,41,31,22,49,54,70,406,1210,2894,2529,1919,1619,751,969,1006,211,13108
POA6111,39,11,119,66,53,35,30,44,0,403,6,0,0,0,0,0,3,5,0,13,8,17,14,14,14,11,13,12,5,101,22,13,41,15,21,20,26,19,46,235,815,1646,1470,945,814,391,473,442,106,7106
POA6112,118,44,458,231,183,121,166,149,16,1491,3,0,0,3,9,0,4,11,3,32,26,42,62,67,34,22,61,32,13,350,48,43,101,65,78,42,80,64,113,631,2263,5754,4336,3404,2784,1152,1722,1448,377,23245
POA6121,6,0,13,14,14,8,3,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,5,3,3,0,5,5,11,43,173,217,237,98,131,50,69,47,18,1045
POA6122,50,17,158,86,57,47,60,43,7,522,0,5,0,0,0,0,0,3,0,8,5,9,18,11,8,8,28,9,4,104,15,15,39,21,24,10,25,22,48,212,689,1256,1723,1056,897,347,596,443,135,7140
POA6123,0,4,9,4,3,0,5,9,0,36,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,10,4,0,3,9,6,0,5,4,3,31,64,86,183,97,86,30,67,47,16,674
POA6124,0,0,10,0,3,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,0,0,0,4,0,5,15,58,88,86,38,55,13,30,26,10,404
POA6125,3,0,16,14,6,3,3,3,0,58,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15,5,0,7,4,0,3,7,6,12,47,154,196,280,112,126,43,65,67,30,1072
POA6126,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,13,16,20,8,4,5,4,0,0,67
POA6147,39,0,137,51,31,20,31,31,0,347,0,0,5,0,0,0,0,0,0,9,3,0,10,9,8,3,16,8,3,66,12,7,26,15,13,9,23,21,29,146,379,1271,884,710,551,230,340,384,81,4826
POA6148,28,8,83,44,29,17,16,31,0,247,0,0,0,0,0,0,0,0,3,0,13,28,14,8,10,4,10,7,5,99,15,16,17,11,14,10,6,10,28,115,946,2713,836,700,741,313,235,317,92,6881
POA6149,34,7,61,39,43,21,10,19,0,226,0,0,0,0,0,0,0,5,0,8,16,14,10,7,15,3,5,0,5,79,15,9,18,6,11,7,4,15,29,108,986,2972,759,605,902,295,183,226,106,7042
POA6150,19,3,36,28,24,13,6,7,0,133,0,0,0,0,0,0,0,0,0,5,4,11,9,3,5,6,4,0,0,41,3,12,19,10,16,14,0,5,27,102,702,2023,472,385,569,247,104,158,72,4731
POA6151,31,3,89,42,31,16,11,16,0,231,0,0,0,0,0,0,0,0,0,5,22,34,7,9,18,3,3,0,4,100,19,25,9,16,13,7,7,10,21,114,1331,3410,594,593,770,328,144,219,103,7489
POA6152,30,14,119,50,54,27,12,26,4,330,0,0,0,0,0,0,0,0,0,8,19,45,18,14,24,9,4,3,3,135,18,28,25,23,16,8,5,11,40,181,1575,4785,966,939,1168,510,259,371,147,10718
POA6153,29,9,82,51,34,20,3,15,0,245,0,0,0,0,0,0,0,0,0,8,24,31,9,9,6,9,10,7,8,116,25,21,13,8,14,17,5,3,29,141,1677,3827,670,561,954,436,123,191,112,8546
POA6154,11,7,44,29,10,14,8,3,3,133,0,0,0,0,0,0,4,0,0,4,10,10,7,13,8,0,6,0,0,42,3,11,8,0,5,9,7,6,19,63,653,1661,462,365,466,200,91,105,57,4055
POA6155,106,27,265,131,96,60,98,94,10,890,0,3,4,5,0,0,3,6,0,19,31,46,38,43,33,9,43,20,6,279,32,48,64,49,38,25,28,33,79,389,2365,6914,2661,2093,2315,972,894,885,263,19374
POA6156,41,7,71,38,38,21,9,14,4,240,0,0,0,0,0,0,0,0,0,6,20,23,11,9,22,6,0,6,0,99,13,14,21,12,12,13,3,8,17,120,1272,2690,796,584,804,353,161,212,95,6960
POA6157,30,9,73,29,29,16,5,4,0,209,0,0,0,5,0,0,0,0,0,6,12,22,9,17,14,7,3,10,3,89,8,14,20,7,14,5,3,9,12,106,1001,2347,684,555,671,266,117,199,54,5884
POA6158,22,5,23,13,16,11,0,0,0,94,0,0,0,0,0,0,0,0,0,0,18,22,7,3,0,0,3,5,0,50,10,10,7,4,0,4,0,3,7,48,653,1440,251,234,287,136,38,85,28,3156
POA6159,0,0,15,10,0,4,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,4,0,0,21,9,7,0,3,4,0,0,3,9,29,351,875,107,128,120,49,14,38,31,1705
POA6160,23,4,56,31,9,14,3,16,0,158,0,0,3,0,0,0,3,0,0,8,10,31,8,5,4,9,0,3,0,74,5,15,9,16,13,3,3,9,14,77,612,1907,412,382,316,149,69,164,48,4059
POA6161,3,0,13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,18,22,8,4,0,10,0,87
POA6162,26,3,62,24,19,17,5,3,0,169,0,0,0,0,0,0,0,0,0,0,19,36,9,12,8,3,0,5,0,102,8,15,13,8,0,3,7,9,12,70,797,2203,559,486,391,164,110,151,57,4926
POA6163,108,34,380,168,93,84,43,80,11,998,0,3,3,0,0,5,8,7,0,20,37,66,38,45,34,14,20,24,14,302,52,49,105,52,43,26,38,52,95,519,2483,6549,3507,2321,2114,910,755,1045,311,19985
POA6164,161,46,473,250,196,129,92,113,20,1479,0,5,4,8,3,0,0,4,0,30,35,45,71,51,36,18,39,28,9,332,51,51,132,71,59,39,53,66,95,622,3018,7619,4779,3064,3215,1216,1216,1302,363,25788
POA6165,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,17
POA6166,23,9,82,44,24,30,13,20,5,249,0,0,0,0,0,0,0,0,0,0,9,11,10,4,9,3,4,3,7,62,8,15,26,10,5,0,3,10,18,104,586,1024,836,385,425,181,168,196,72,3872
POA6167,49,17,177,98,77,49,67,51,0,592,0,0,0,0,3,0,7,4,0,11,11,12,36,27,19,10,22,18,5,162,15,16,47,32,28,23,49,50,33,296,666,1546,1756,1239,973,449,671,668,116,8072
POA6168,46,9,160,106,33,37,33,37,9,471,0,0,3,4,0,8,0,3,0,19,6,6,16,22,10,6,21,10,0,107,14,22,47,39,20,8,21,32,32,243,613,1066,1456,1205,672,313,433,511,117,6398
POA6169,40,14,203,121,53,59,50,65,17,622,0,0,7,3,0,0,0,4,0,18,13,20,37,22,14,5,23,16,3,152,25,17,82,56,17,32,54,48,46,366,973,2034,2446,1587,1052,533,669,735,169,10197
POA6170,30,9,143,76,37,38,42,50,8,439,0,0,0,0,0,0,7,3,0,7,5,11,22,14,7,7,20,8,0,96,16,9,29,19,16,10,32,21,31,177,527,1392,1269,1017,681,336,483,428,91,6228
POA6171,94,33,264,175,108,75,72,71,7,901,0,0,0,0,0,3,0,3,0,13,17,21,46,32,10,14,26,14,7,189,33,21,51,46,32,19,41,33,54,329,1352,2589,2771,1972,1434,585,803,717,179,12391
POA6172,34,5,77,49,27,39,24,24,4,291,0,0,0,0,0,0,0,0,0,4,7,15,21,16,5,0,3,5,4,78,6,11,28,10,10,8,14,14,20,114,380,658,986,637,394,243,298,281,67,3944
POA6173,38,11,93,61,41,33,10,26,3,316,0,0,0,0,0,0,0,0,0,6,18,9,14,7,4,3,7,6,3,75,10,7,33,10,22,3,14,8,20,117,595,1011,1027,712,456,220,228,236,70,4568
POA6174,26,5,28,22,20,13,12,6,0,136,0,0,0,0,0,0,0,0,0,4,4,7,5,0,0,0,5,0,0,29,9,4,18,10,3,0,6,6,7,65,211,389,459,311,195,106,139,113,32,1949
POA6175,8,7,30,14,11,4,5,8,0,88,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,10,0,0,28,0,0,5,6,0,5,4,6,6,46,153,341,355,206,129,59,83,79,32,1433
POA6176,5,0,19,19,6,4,5,3,0,54,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,9,0,4,4,0,3,3,6,0,4,22,80,106,142,115,73,38,58,53,18,677
POA6180,14,4,58,31,20,15,15,17,0,176,0,0,0,0,0,0,0,0,0,0,3,4,8,4,0,0,9,0,0,29,10,3,9,10,6,0,5,6,10,54,224,419,460,358,219,108,171,140,19,2109
POA6181,0,0,0,6,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,42,26,23,10,10,11,5,192
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,7,5,0,7,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,4,0,3,0,0,5,3,17,47,51,119,41,33,15,23,19,5,349
POA6208,15,9,78,38,21,31,18,30,0,236,0,0,0,3,0,4,0,0,0,12,3,10,16,7,0,3,8,4,8,48,5,9,17,14,5,11,20,19,10,112,310,481,773,444,282,159,295,245,47,3031
POA6209,4,0,13,5,6,3,3,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,12,54,75,127,54,41,20,32,32,5,446
POA6210,159,31,411,241,113,163,115,152,13,1392,5,0,6,7,0,4,0,11,0,30,19,39,47,42,31,9,47,20,11,261,51,36,108,72,47,44,92,76,88,617,2034,3975,4139,2970,1846,1132,1421,1300,313,19138
POA6211,19,3,47,25,23,19,15,16,5,165,0,0,0,0,0,0,0,0,0,3,0,7,6,5,0,0,0,0,0,20,0,3,13,12,3,8,14,7,19,72,241,449,555,312,217,125,192,162,46,2293
POA6213,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,36,33,25,15,0,23,16,4,172
POA6214,6,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,32,20,48,18,21,0,10,13,4,171
POA6215,5,0,19,10,10,9,8,5,3,62,0,0,0,0,0,0,0,5,0,4,0,5,8,0,0,0,3,4,0,16,10,0,10,5,4,0,10,6,14,50,121,137,311,126,89,36,113,81,27,1041
POA6218,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,10,13,33,16,5,8,12,19,7,120
POA6219,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,9,24,26,52,19,11,5,11,12,0,160
POA6220,3,0,23,11,7,3,6,13,0,73,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,3,0,21,5,0,9,6,4,3,3,12,10,61,122,162,273,116,97,41,93,246,34,1196
POA6221,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,9,24,17,9,16,11,7,3,15,0,97
POA6223,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,15,6,10,6,3,3,0,70
POA6224,0,0,0,8,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,3,16,33,42,80,55,22,8,26,32,6,308
POA6225,14,3,37,20,15,13,25,18,0,144,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,13,0,0,28,4,3,23,11,4,6,12,9,3,78,161,296,645,300,191,87,265,172,37,2151
POA6226,3,0,4,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,0,0,3,0,0,0,0,3,0,8,53,64,103,35,37,3,25,19,3,338
POA6227,0,0,0,3,7,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,5,0,0,0,6,0,0,13,24,55,65,30,33,6,22,18,3,260
POA6228,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,6,0,31
POA6229,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,3,3,4,3,7,0,40
POA6230,72,24,265,132,77,73,65,97,9,815,3,5,0,9,0,0,8,6,0,29,17,42,38,28,19,3,36,24,7,211,26,24,88,40,22,24,56,60,63,399,1385,3532,2857,1871,1395,728,893,1104,191,13963
POA6232,18,7,57,29,20,36,27,36,0,233,0,3,0,3,0,0,0,0,0,7,7,0,10,7,3,3,9,3,3,41,6,13,21,15,11,10,13,16,13,118,270,639,857,482,375,215,284,254,60,3435
POA6233,34,16,108,81,48,55,49,43,0,435,0,0,0,0,0,0,0,0,0,3,9,11,24,10,13,4,30,11,0,123,11,11,38,12,16,9,29,24,28,169,567,1324,1644,855,721,337,522,439,95,6507
POA6236,6,0,7,5,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,3,0,3,0,8,3,26,145,179,155,74,74,28,64,60,11,795
POA6237,3,0,0,4,6,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,14,4,0,6,4,3,5,7,0,7,33,113,215,199,97,99,33,66,65,12,891
POA6239,6,0,18,3,6,9,7,11,0,68,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,8,0,0,25,0,4,4,6,7,5,8,14,6,57,184,276,283,157,121,55,100,117,27,1318
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,11,4,7,0,0,0,0,56
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,17
POA6244,0,0,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,3,0,0,0,6,5,0,17,128,62,62,32,43,22,27,37,0,413
POA6251,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,11,10,9,11,5,8,14,0,91
POA6252,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,10,6,3,6,9,11,3,42
POA6253,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,53,40,36,15,13,15,18,14,4,213
POA6254,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,17,21,42,9,7,3,15,14,0,127
POA6255,4,6,25,12,3,9,5,16,0,67,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,19,3,7,10,0,4,0,10,3,6,41,191,273,235,166,102,72,103,98,21,1259
POA6256,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,24,31,16,21,6,9,3,4,165
POA6258,17,0,36,21,16,18,5,16,3,117,0,0,5,0,0,0,0,0,0,5,8,5,4,4,0,0,0,3,0,28,12,0,11,8,3,7,11,14,7,61,308,311,337,226,157,86,102,187,23,1736
POA6260,3,0,9,6,3,3,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,0,0,0,0,7,3,30,106,63,37,44,34,21,20,66,10,400
POA6262,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,49,25,34,24,13,9,11,20,3,186
POA6271,5,0,15,7,3,3,3,12,0,48,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,11,0,7,7,0,4,8,3,4,3,34,106,224,214,143,99,42,65,102,13,1012
POA6275,4,0,3,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,3,0,0,23,78,79,61,37,35,6,24,45,5,379
POA6280,92,12,292,117,53,56,43,81,8,757,0,0,0,3,0,7,0,0,0,12,17,23,21,14,9,11,10,9,8,122,26,14,49,25,25,26,27,34,28,257,1166,2004,1900,1263,909,554,522,771,132,9219
POA6281,43,13,94,41,17,12,10,21,6,251,0,0,0,0,0,0,0,0,0,4,3,5,5,3,0,0,6,3,0,32,18,6,15,13,11,16,4,10,9,104,457,766,641,305,274,197,104,230,45,3017
POA6282,13,0,8,7,8,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,5,3,3,4,0,0,0,0,5,29,128,193,77,45,48,30,13,49,12,602
POA6284,11,0,25,12,5,4,0,11,0,72,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,15,6,0,0,5,4,3,3,6,0,26,170,261,197,118,102,56,41,87,13,1051
POA6285,41,10,142,37,18,25,20,46,4,346,0,0,0,0,0,0,0,0,0,3,12,17,12,11,0,6,0,11,0,66,14,17,30,16,7,9,9,17,10,120,574,980,774,476,266,233,170,368,49,3887
POA6286,0,0,5,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,0,0,0,0,8,47,66,62,34,21,23,14,28,4,302
POA6288,4,0,5,0,0,5,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,13,53,25,41,22,12,8,11,28,0,194
POA6290,4,0,11,9,4,0,0,3,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,3,0,0,4,0,20,72,76,82,57,37,34,13,39,5,409
POA6302,3,0,16,8,3,9,5,0,0,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,14,10,0,3,7,4,3,4,0,6,44,139,185,154,113,75,47,51,51,12,837
POA6304,7,0,0,6,4,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,14,101,66,55,38,24,11,28,39,10,370
POA6306,3,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,3,9,61,32,25,28,29,13,16,23,4,225
POA6308,4,0,3,7,3,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,15,87,47,51,30,30,9,21,39,12,337
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,28,7,5,13,5,0,4,15,0,82
POA6311,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,23,27,20,15,20,5,8,18,0,142
POA6312,7,0,23,17,0,6,0,7,0,74,0,0,0,0,0,0,0,0,0,4,4,5,4,0,0,0,0,0,0,12,8,0,8,17,0,0,3,13,4,60,184,301,221,184,118,65,65,103,17,1257
